SSP,Decade,Technology,Day,Hour,Sign,Balance,PrimaryType,Primary,OPEX,CO2,CO2_tax
ssp126,2030s,E_boiler,3,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,1,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,2,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,3,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,4,Heating,499.28534078834576,Elec,87.56669287295088,23.511657036387312,0.013135003930942631,0.6862063885825535
ssp126,2030s,GSHP,3,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,4,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,5,Heating,499.28534078834576,Elec,87.56669287295088,23.511657036387312,0.013135003930942631,0.6862063885825535
ssp126,2030s,GSHP,3,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,5,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,6,Heating,499.28534078834576,Elec,87.56669287295088,23.511657036387312,0.013135003930942631,0.6862063885825535
ssp126,2030s,GSHP,3,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,6,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,6,Heating,2255.2629772333644,Elec,448.33282886918136,120.3773645513752,0.0672499243303772,3.513309013824283
ssp126,2030s,ASHP,3,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,7,Heating,499.28534078834576,Elec,87.56669287295088,23.511657036387312,0.013135003930942631,0.6862063885825535
ssp126,2030s,GSHP,3,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,7,Heating,277.43953979314756,Gas,253.6233400813889,13.163051350224084,0.05579713481790556,2.914985833118138
ssp126,2030s,ASHP,3,7,Heating,2259.616752301978,Elec,448.3328288691814,120.37736455137522,0.0672499243303772,3.513309013824283
ssp126,2030s,ASHP,3,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,8,Heating,253.45645244895422,Elec,44.45222303787556,11.935421885669589,0.0066678334556813336,0.3483447693924409
ssp126,2030s,GSHP,3,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,8,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,9,Heating,164.67840821965365,Elec,28.881968720747665,7.7548086015207485,0.004332295308112149,0.22633024955931116
ssp126,2030s,GSHP,3,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,9,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,10,Heating,76.49828926048212,Elec,13.41658096831341,3.6023519899921506,0.0020124871452470113,0.10513750458464145
ssp126,2030s,GSHP,3,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,10,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,11,Heating,6.938633093144745,Elec,1.2169256803457134,0.32674454517282403,0.000182538852051857,0.009536299121116486
ssp126,2030s,GSHP,3,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,11,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,12,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,13,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,14,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,15,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,16,Heating,136.7199810608654,Elec,23.978506102841127,6.438228888612843,0.003596775915426169,0.18790482472951756
ssp126,2030s,GSHP,3,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,16,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,17,Heating,192.9315787165251,Elec,33.83712462354322,9.085267961421355,0.005075568693531482,0.2651607629127644
ssp126,2030s,GSHP,3,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,17,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,18,Heating,228.03411197642708,Elec,39.993549613267504,10.738268071162326,0.005999032441990125,0.31340488428100494
ssp126,2030s,GSHP,3,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,18,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,19,Heating,248.66274603771308,Elec,43.61148331903372,11.709683271160554,0.006541722497855057,0.3417564085982127
ssp126,2030s,GSHP,3,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,19,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,20,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,21,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,22,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,3,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,3,23,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,3,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,3,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,0,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,1,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,1,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,1,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,2,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,2,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,2,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,3,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,3,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,3,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,4,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,4,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,4,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,5,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,5,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,5,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,6,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,6,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,6,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,7,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,7,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,7,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,8,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,8,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,8,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,9,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,9,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,9,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,10,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,10,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,10,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,11,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,11,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,11,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,12,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,12,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,12,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,13,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,13,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,13,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,14,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,14,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,14,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,15,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,15,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,15,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,16,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,16,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,16,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,17,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,17,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,17,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,18,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,18,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,18,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,19,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,19,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,19,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,20,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,20,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,20,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,21,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,21,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,21,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,22,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,22,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,22,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,10,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,10,23,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,10,23,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,E_boiler,10,23,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,14,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,GSHP,14,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,NG_boiler,14,0,Heating,0.0,Gas,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,14,0,Heating,0.0,Elec,0.0,0.0,0.0,0.0
ssp126,2030s,ASHP,14,0,Cooling,-0.0,Elec,0.0,0.0,0.0,0.0
